 year |   pickup_datetime   
 2019 | 2019-04-13 17:34:44
 2019 | 2019-04-13 17:53:44
 2019 | 2019-04-18 15:48:34
 2019 | 2019-04-19 00:05:57
 2019 | 2019-04-26 15:23:06
 2019 | 2019-04-26 15:37:54
 2019 | 2019-04-28 17:07:42
 2019 | 2019-05-05 01:10:26
 2019 | 2019-05-05 01:32:40
 2019 | 2019-05-07 01:21:01
 2019 | 2019-05-10 07:30:30
 2019 | 2019-05-10 07:55:57
 2019 | 2019-05-10 08:16:22
 2019 | 2019-05-10 10:37:11
 2019 | 2019-06-28 13:00:08
 2019 | 2019-06-28 13:09:08
 2019 | 2019-06-28 13:26:09
 2019 | 2019-06-28 13:42:27
 2019 | 2019-06-28 14:21:03
 2019 | 2019-06-28 14:35:53
 2019 | 2019-06-28 14:54:47
 2019 | 2019-06-28 15:51:20
 2019 | 2019-06-28 16:33:22
 2019 | 2019-06-28 17:06:17
 2019 | 2019-06-28 17:20:53
 2019 | 2019-06-28 18:02:30
 2019 | 2019-06-28 18:31:15
 2019 | 2019-06-28 18:48:49
 2019 | 2019-06-28 19:07:53
 2019 | 2019-08-26 16:18:37
 2019 | 2019-09-09 09:44:31
 2019 | 2019-09-09 10:19:44
 2019 | 2019-09-09 10:42:03
 2019 | 2019-09-09 11:07:13
 2019 | 2019-09-09 11:33:53
 2019 | 2019-11-20 22:10:22
 2019 | 2019-11-21 01:53:19
 2019 | 2019-11-21 02:58:53
 2019 | 2019-11-21 03:32:56
 2019 | 2019-11-21 03:48:17
 2019 | 2019-11-21 04:51:09
 2020 | 2020-03-05 17:34:30
 2020 | 2020-03-05 18:01:50
 2020 | 2020-03-05 18:06:06
 2020 | 2020-03-05 18:13:12
 2020 | 2020-03-05 18:33:57
 2020 | 2020-03-05 18:44:16
 2020 | 2020-08-01 00:07:04
 2020 | 2020-08-01 00:20:58
 2020 | 2020-11-14 09:55:36
 2020 | 2020-11-14 11:38:07
 2020 | 2020-12-10 20:23:43
 2020 | 2020-12-10 20:34:26
 2021 | 2021-09-13 12:19:52
 2026 | 2026-02-13 11:06:18
 2026 | 2026-02-13 11:53:54
 2029 | 2029-05-05 23:22:18
 2029 | 2029-05-06 20:43:14
 2030 | 2030-11-28 00:14:50
 2030 | 2030-11-28 00:19:29
 2031 | 2031-02-13 17:21:28
 2031 | 2031-02-13 17:36:35
 2032 | 2032-02-02 00:39:23
 2037 | 2037-11-17 21:24:28
 2041 | 2041-06-25 20:46:37
 2041 | 2041-11-15 02:57:16
 2042 | 2042-12-04 08:51:43
 2053 | 2053-03-21 16:47:33
 2053 | 2053-07-11 13:25:33
 2081 | 2081-06-24 17:40:37
 2084 | 2084-11-04 10:46:05
 2084 | 2084-11-04 11:02:59
 2084 | 2084-11-04 11:19:06
 2084 | 2084-11-04 11:27:28
 2084 | 2084-11-04 11:41:35
 2084 | 2084-11-04 12:08:33
 2084 | 2084-11-04 12:25:53
 2084 | 2084-11-04 12:32:24
(810 rows)

